0.000000, 0.000000, 0.000000
0.526316, 0.000000, 0.000000
1.052632, 0.000000, 0.000000
1.578947, 0.000000, 0.000000
2.105263, 0.000000, 0.000000
2.631579, 0.000000, 0.000000
3.157895, 0.000000, 0.000000
3.684211, 0.000000, 0.000000
4.210526, 0.000000, 0.000000
4.736842, 0.000000, 0.000000
5.263158, 0.000000, 0.000000
5.789474, 0.000000, 0.000000
6.315789, 0.000000, 0.000000
6.842105, 0.000000, 0.000000
7.368421, 0.000000, 0.000000
7.894737, 0.000000, 0.000000
8.421053, 0.000000, 0.000000
8.947368, 0.000000, 0.000000
9.473684, 0.000000, 0.000000
10.000000, 0.000000, 0.000000
0.000000, 0.526316, 1.000000
0.526316, 0.526316, -1.#IND00
1.052632, 0.526316, -1.#IND00
1.578947, 0.526316, -1.#IND00
2.105263, 0.526316, -1.#IND00
2.631579, 0.526316, -1.#IND00
3.157895, 0.526316, -1.#IND00
3.684211, 0.526316, -1.#IND00
4.210526, 0.526316, -1.#IND00
4.736842, 0.526316, -1.#IND00
5.263158, 0.526316, -1.#IND00
5.789474, 0.526316, -1.#IND00
6.315789, 0.526316, -1.#IND00
6.842105, 0.526316, -1.#IND00
7.368421, 0.526316, -1.#IND00
7.894737, 0.526316, -1.#IND00
8.421053, 0.526316, -1.#IND00
8.947368, 0.526316, -1.#IND00
9.473684, 0.526316, -1.#IND00
10.000000, 0.526316, 0.000000
0.000000, 1.052632, 1.000000
0.526316, 1.052632, -1.#IND00
1.052632, 1.052632, -1.#IND00
1.578947, 1.052632, -1.#IND00
2.105263, 1.052632, -1.#IND00
2.631579, 1.052632, -1.#IND00
3.157895, 1.052632, -1.#IND00
3.684211, 1.052632, -1.#IND00
4.210526, 1.052632, -1.#IND00
4.736842, 1.052632, -1.#IND00
5.263158, 1.052632, -1.#IND00
5.789474, 1.052632, -1.#IND00
6.315789, 1.052632, -1.#IND00
6.842105, 1.052632, -1.#IND00
7.368421, 1.052632, -1.#IND00
7.894737, 1.052632, -1.#IND00
8.421053, 1.052632, -1.#IND00
8.947368, 1.052632, -1.#IND00
9.473684, 1.052632, -1.#IND00
10.000000, 1.052632, 0.000000
0.000000, 1.578947, 1.000000
0.526316, 1.578947, -1.#IND00
1.052632, 1.578947, -1.#IND00
1.578947, 1.578947, -1.#IND00
2.105263, 1.578947, -1.#IND00
2.631579, 1.578947, -1.#IND00
3.157895, 1.578947, -1.#IND00
3.684211, 1.578947, -1.#IND00
4.210526, 1.578947, -1.#IND00
4.736842, 1.578947, -1.#IND00
5.263158, 1.578947, -1.#IND00
5.789474, 1.578947, -1.#IND00
6.315789, 1.578947, -1.#IND00
6.842105, 1.578947, -1.#IND00
7.368421, 1.578947, -1.#IND00
7.894737, 1.578947, -1.#IND00
8.421053, 1.578947, -1.#IND00
8.947368, 1.578947, -1.#IND00
9.473684, 1.578947, -1.#IND00
10.000000, 1.578947, 0.000000
0.000000, 2.105263, 1.000000
0.526316, 2.105263, -1.#IND00
1.052632, 2.105263, -1.#IND00
1.578947, 2.105263, -1.#IND00
2.105263, 2.105263, -1.#IND00
2.631579, 2.105263, -1.#IND00
3.157895, 2.105263, -1.#IND00
3.684211, 2.105263, -1.#IND00
4.210526, 2.105263, -1.#IND00
4.736842, 2.105263, -1.#IND00
5.263158, 2.105263, -1.#IND00
5.789474, 2.105263, -1.#IND00
6.315789, 2.105263, -1.#IND00
6.842105, 2.105263, -1.#IND00
7.368421, 2.105263, -1.#IND00
7.894737, 2.105263, -1.#IND00
8.421053, 2.105263, -1.#IND00
8.947368, 2.105263, -1.#IND00
9.473684, 2.105263, -1.#IND00
10.000000, 2.105263, 0.000000
0.000000, 2.631579, 1.000000
0.526316, 2.631579, -1.#IND00
1.052632, 2.631579, -1.#IND00
1.578947, 2.631579, -1.#IND00
2.105263, 2.631579, -1.#IND00
2.631579, 2.631579, -1.#IND00
3.157895, 2.631579, -1.#IND00
3.684211, 2.631579, -1.#IND00
4.210526, 2.631579, -1.#IND00
4.736842, 2.631579, -1.#IND00
5.263158, 2.631579, -1.#IND00
5.789474, 2.631579, -1.#IND00
6.315789, 2.631579, -1.#IND00
6.842105, 2.631579, -1.#IND00
7.368421, 2.631579, -1.#IND00
7.894737, 2.631579, -1.#IND00
8.421053, 2.631579, -1.#IND00
8.947368, 2.631579, -1.#IND00
9.473684, 2.631579, -1.#IND00
10.000000, 2.631579, 0.000000
0.000000, 3.157895, 1.000000
0.526316, 3.157895, -1.#IND00
1.052632, 3.157895, -1.#IND00
1.578947, 3.157895, -1.#IND00
2.105263, 3.157895, -1.#IND00
2.631579, 3.157895, -1.#IND00
3.157895, 3.157895, -1.#IND00
3.684211, 3.157895, -1.#IND00
4.210526, 3.157895, -1.#IND00
4.736842, 3.157895, -1.#IND00
5.263158, 3.157895, -1.#IND00
5.789474, 3.157895, -1.#IND00
6.315789, 3.157895, -1.#IND00
6.842105, 3.157895, -1.#IND00
7.368421, 3.157895, -1.#IND00
7.894737, 3.157895, -1.#IND00
8.421053, 3.157895, -1.#IND00
8.947368, 3.157895, -1.#IND00
9.473684, 3.157895, -1.#IND00
10.000000, 3.157895, 0.000000
0.000000, 3.684211, 1.000000
0.526316, 3.684211, -1.#IND00
1.052632, 3.684211, -1.#IND00
1.578947, 3.684211, -1.#IND00
2.105263, 3.684211, -1.#IND00
2.631579, 3.684211, -1.#IND00
3.157895, 3.684211, -1.#IND00
3.684211, 3.684211, -1.#IND00
4.210526, 3.684211, -1.#IND00
4.736842, 3.684211, -1.#IND00
5.263158, 3.684211, -1.#IND00
5.789474, 3.684211, -1.#IND00
6.315789, 3.684211, -1.#IND00
6.842105, 3.684211, -1.#IND00
7.368421, 3.684211, -1.#IND00
7.894737, 3.684211, -1.#IND00
8.421053, 3.684211, -1.#IND00
8.947368, 3.684211, -1.#IND00
9.473684, 3.684211, -1.#IND00
10.000000, 3.684211, 0.000000
0.000000, 4.210526, 1.000000
0.526316, 4.210526, -1.#IND00
1.052632, 4.210526, -1.#IND00
1.578947, 4.210526, -1.#IND00
2.105263, 4.210526, -1.#IND00
2.631579, 4.210526, -1.#IND00
3.157895, 4.210526, -1.#IND00
3.684211, 4.210526, -1.#IND00
4.210526, 4.210526, -1.#IND00
4.736842, 4.210526, -1.#IND00
5.263158, 4.210526, -1.#IND00
5.789474, 4.210526, -1.#IND00
6.315789, 4.210526, -1.#IND00
6.842105, 4.210526, -1.#IND00
7.368421, 4.210526, -1.#IND00
7.894737, 4.210526, -1.#IND00
8.421053, 4.210526, -1.#IND00
8.947368, 4.210526, -1.#IND00
9.473684, 4.210526, -1.#IND00
10.000000, 4.210526, 0.000000
0.000000, 4.736842, 1.000000
0.526316, 4.736842, -1.#IND00
1.052632, 4.736842, -1.#IND00
1.578947, 4.736842, -1.#IND00
2.105263, 4.736842, -1.#IND00
2.631579, 4.736842, -1.#IND00
3.157895, 4.736842, -1.#IND00
3.684211, 4.736842, -1.#IND00
4.210526, 4.736842, -1.#IND00
4.736842, 4.736842, -1.#IND00
5.263158, 4.736842, -1.#IND00
5.789474, 4.736842, -1.#IND00
6.315789, 4.736842, -1.#IND00
6.842105, 4.736842, -1.#IND00
7.368421, 4.736842, -1.#IND00
7.894737, 4.736842, -1.#IND00
8.421053, 4.736842, -1.#IND00
8.947368, 4.736842, -1.#IND00
9.473684, 4.736842, -1.#IND00
10.000000, 4.736842, 0.000000
0.000000, 5.263158, 1.000000
0.526316, 5.263158, -1.#IND00
1.052632, 5.263158, -1.#IND00
1.578947, 5.263158, -1.#IND00
2.105263, 5.263158, -1.#IND00
2.631579, 5.263158, -1.#IND00
3.157895, 5.263158, -1.#IND00
3.684211, 5.263158, -1.#IND00
4.210526, 5.263158, -1.#IND00
4.736842, 5.263158, -1.#IND00
5.263158, 5.263158, -1.#IND00
5.789474, 5.263158, -1.#IND00
6.315789, 5.263158, -1.#IND00
6.842105, 5.263158, -1.#IND00
7.368421, 5.263158, -1.#IND00
7.894737, 5.263158, -1.#IND00
8.421053, 5.263158, -1.#IND00
8.947368, 5.263158, -1.#IND00
9.473684, 5.263158, -1.#IND00
10.000000, 5.263158, 0.000000
0.000000, 5.789474, 1.000000
0.526316, 5.789474, -1.#IND00
1.052632, 5.789474, -1.#IND00
1.578947, 5.789474, -1.#IND00
2.105263, 5.789474, -1.#IND00
2.631579, 5.789474, -1.#IND00
3.157895, 5.789474, -1.#IND00
3.684211, 5.789474, -1.#IND00
4.210526, 5.789474, -1.#IND00
4.736842, 5.789474, -1.#IND00
5.263158, 5.789474, -1.#IND00
5.789474, 5.789474, -1.#IND00
6.315789, 5.789474, -1.#IND00
6.842105, 5.789474, -1.#IND00
7.368421, 5.789474, -1.#IND00
7.894737, 5.789474, -1.#IND00
8.421053, 5.789474, -1.#IND00
8.947368, 5.789474, -1.#IND00
9.473684, 5.789474, -1.#IND00
10.000000, 5.789474, 0.000000
0.000000, 6.315789, 1.000000
0.526316, 6.315789, -1.#IND00
1.052632, 6.315789, -1.#IND00
1.578947, 6.315789, -1.#IND00
2.105263, 6.315789, -1.#IND00
2.631579, 6.315789, -1.#IND00
3.157895, 6.315789, -1.#IND00
3.684211, 6.315789, -1.#IND00
4.210526, 6.315789, -1.#IND00
4.736842, 6.315789, -1.#IND00
5.263158, 6.315789, -1.#IND00
5.789474, 6.315789, -1.#IND00
6.315789, 6.315789, -1.#IND00
6.842105, 6.315789, -1.#IND00
7.368421, 6.315789, -1.#IND00
7.894737, 6.315789, -1.#IND00
8.421053, 6.315789, -1.#IND00
8.947368, 6.315789, -1.#IND00
9.473684, 6.315789, -1.#IND00
10.000000, 6.315789, 0.000000
0.000000, 6.842105, 1.000000
0.526316, 6.842105, -1.#IND00
1.052632, 6.842105, -1.#IND00
1.578947, 6.842105, -1.#IND00
2.105263, 6.842105, -1.#IND00
2.631579, 6.842105, -1.#IND00
3.157895, 6.842105, -1.#IND00
3.684211, 6.842105, -1.#IND00
