0.000000, 0.000000, 0.000000
0.526316, 0.000000, 0.000000
1.052632, 0.000000, 0.000000
1.578947, 0.000000, 0.000000
2.105263, 0.000000, 0.000000
2.631579, 0.000000, 0.000000
3.157895, 0.000000, 0.000000
3.684211, 0.000000, 0.000000
4.210526, 0.000000, 0.000000
4.736842, 0.000000, 0.000000
5.263158, 0.000000, 0.000000
5.789474, 0.000000, 0.000000
6.315789, 0.000000, 0.000000
6.842105, 0.000000, 0.000000
7.368421, 0.000000, 0.000000
7.894737, 0.000000, 0.000000
8.421053, 0.000000, 0.000000
8.947368, 0.000000, 0.000000
9.473684, 0.000000, 0.000000
10.000000, 0.000000, 0.000000
0.000000, 0.526316, 1.000000
0.526316, 0.526316, 0.496763
1.052632, 0.526316, 0.295931
1.578947, 0.526316, 0.199906
2.105263, 0.526316, 0.146105
2.631579, 0.526316, 0.112029
3.157895, 0.526316, 0.088452
3.684211, 0.526316, 0.071099
4.210526, 0.526316, 0.057760
4.736842, 0.526316, 0.047182
5.263158, 0.526316, 0.038600
5.789474, 0.526316, 0.031512
6.315789, 0.526316, 0.025568
6.842105, 0.526316, 0.020515
7.368421, 0.526316, 0.016155
7.894737, 0.526316, 0.012332
8.421053, 0.526316, 0.008913
8.947368, 0.526316, 0.005786
9.473684, 0.526316, 0.002847
10.000000, 0.526316, 0.000000
0.000000, 1.052632, 1.000000
0.526316, 1.052632, 0.691131
1.052632, 1.052632, 0.487075
1.578947, 1.052632, 0.357617
2.105263, 1.052632, 0.272527
2.631579, 1.052632, 0.213605
3.157895, 1.052632, 0.170736
3.684211, 1.052632, 0.138245
4.210526, 1.052632, 0.112821
4.736842, 1.052632, 0.092434
5.263158, 1.052632, 0.075771
5.789474, 1.052632, 0.061941
6.315789, 1.052632, 0.050306
6.842105, 1.052632, 0.040390
7.368421, 1.052632, 0.031821
7.894737, 1.052632, 0.024298
8.421053, 1.052632, 0.017567
8.947368, 1.052632, 0.011405
9.473684, 1.052632, 0.005612
10.000000, 1.052632, 0.000000
0.000000, 1.578947, 1.000000
0.526316, 1.578947, 0.780706
1.052632, 1.578947, 0.603663
1.578947, 1.578947, 0.471022
2.105263, 1.578947, 0.372860
2.631579, 1.578947, 0.299223
3.157895, 1.578947, 0.242748
3.684211, 1.578947, 0.198440
4.210526, 1.578947, 0.162970
4.736842, 1.578947, 0.134088
5.263158, 1.578947, 0.110237
5.789474, 1.578947, 0.090298
6.315789, 1.578947, 0.073441
6.842105, 1.578947, 0.059023
7.368421, 1.578947, 0.046534
7.894737, 1.578947, 0.035551
8.421053, 1.578947, 0.025711
8.947368, 1.578947, 0.016696
9.473684, 1.578947, 0.008216
10.000000, 1.578947, 0.000000
0.000000, 2.105263, 1.000000
0.526316, 2.105263, 0.828059
1.052632, 2.105263, 0.675911
1.578947, 2.105263, 0.550038
2.105263, 2.105263, 0.448785
2.631579, 2.105263, 0.367817
3.157895, 2.105263, 0.302750
3.684211, 2.105263, 0.249971
4.210526, 2.105263, 0.206712
4.736842, 2.105263, 0.170900
5.263158, 2.105263, 0.140977
5.789474, 2.105263, 0.115756
6.315789, 2.105263, 0.094306
6.842105, 2.105263, 0.075885
7.368421, 2.105263, 0.059880
7.894737, 2.105263, 0.045774
8.421053, 2.105263, 0.033118
8.947368, 2.105263, 0.021511
9.473684, 2.105263, 0.010588
10.000000, 2.105263, 0.000000
0.000000, 2.631579, 1.000000
0.526316, 2.631579, 0.855661
1.052632, 2.631579, 0.721961
1.578947, 2.631579, 0.604552
2.105263, 2.631579, 0.504572
2.631579, 2.631579, 0.420689
3.157895, 2.631579, 0.350668
3.684211, 2.631579, 0.292203
4.210526, 2.631579, 0.243241
4.736842, 2.631579, 0.202062
5.263158, 2.631579, 0.167258
5.789474, 2.631579, 0.137675
6.315789, 2.631579, 0.112364
6.842105, 2.631579, 0.090532
7.368421, 2.631579, 0.071503
7.894737, 2.631579, 0.054694
8.421053, 2.631579, 0.039590
8.947368, 2.631579, 0.025723
9.473684, 2.631579, 0.012662
10.000000, 2.631579, 0.000000
0.000000, 3.157895, 1.000000
0.526316, 3.157895, 0.872672
1.052632, 3.157895, 0.751813
1.578947, 3.157895, 0.641774
2.105263, 3.157895, 0.544443
2.631579, 3.157895, 0.459912
3.157895, 3.157895, 0.387274
3.684211, 3.157895, 0.325198
4.210526, 3.157895, 0.272268
4.736842, 3.157895, 0.227140
5.263158, 3.157895, 0.188605
5.789474, 3.157895, 0.155603
6.315789, 3.157895, 0.127208
6.842105, 3.157895, 0.102616
7.368421, 3.157895, 0.081118
7.894737, 3.157895, 0.062088
8.421053, 3.157895, 0.044960
8.947368, 3.157895, 0.029220
9.473684, 3.157895, 0.014386
10.000000, 3.157895, 0.000000
0.000000, 3.684211, 1.000000
0.526316, 3.684211, 0.883268
1.052632, 3.684211, 0.770954
1.578947, 3.684211, 0.666446
2.105263, 3.684211, 0.571717
2.631579, 3.684211, 0.487487
3.157895, 3.684211, 0.413594
3.684211, 3.684211, 0.349350
4.210526, 3.684211, 0.293813
4.736842, 3.684211, 0.245952
5.263158, 3.684211, 0.204748
5.789474, 3.684211, 0.169241
6.315789, 3.684211, 0.138551
6.842105, 3.684211, 0.111880
7.368421, 3.684211, 0.088507
7.894737, 3.684211, 0.067779
8.421053, 3.684211, 0.049099
8.947368, 3.684211, 0.031918
9.473684, 3.684211, 0.015717
10.000000, 3.684211, 0.000000
0.000000, 4.210526, 1.000000
0.526316, 4.210526, 0.889505
1.052632, 4.210526, 0.782406
1.578947, 4.210526, 0.681510
2.105263, 4.210526, 0.588714
2.631579, 4.210526, 0.504993
3.157895, 4.210526, 0.430568
3.684211, 4.210526, 0.365128
4.210526, 4.210526, 0.308032
4.736842, 4.210526, 0.258466
5.263158, 4.210526, 0.215552
5.789474, 4.210526, 0.178411
6.315789, 4.210526, 0.146204
6.842105, 4.210526, 0.118147
7.368421, 4.210526, 0.093514
7.894737, 4.210526, 0.071641
8.421053, 4.210526, 0.051911
8.947368, 4.210526, 0.033751
9.473684, 4.210526, 0.016621
10.000000, 4.210526, 0.000000
0.000000, 4.736842, 1.000000
0.526316, 4.736842, 0.892407
1.052632, 4.736842, 0.787781
1.578947, 4.736842, 0.688658
2.105263, 4.736842, 0.596871
2.631579, 4.736842, 0.513484
3.157895, 4.736842, 0.438878
3.684211, 4.736842, 0.372912
4.210526, 4.736842, 0.315091
4.736842, 4.736842, 0.264709
5.263158, 4.736842, 0.220963
5.789474, 4.736842, 0.183017
6.315789, 4.736842, 0.150057
6.842105, 4.736842, 0.121306
7.368421, 4.736842, 0.096042
7.894737, 4.736842, 0.073592
8.421053, 4.736842, 0.053332
8.947368, 4.736842, 0.034678
9.473684, 4.736842, 0.017079
10.000000, 4.736842, 0.000000
0.000000, 5.263158, 1.000000
0.526316, 5.263158, 0.892407
1.052632, 5.263158, 0.787781
1.578947, 5.263158, 0.688658
2.105263, 5.263158, 0.596871
2.631579, 5.263158, 0.513484
3.157895, 5.263158, 0.438878
3.684211, 5.263158, 0.372912
4.210526, 5.263158, 0.315091
4.736842, 5.263158, 0.264709
5.263158, 5.263158, 0.220963
5.789474, 5.263158, 0.183017
6.315789, 5.263158, 0.150057
6.842105, 5.263158, 0.121306
7.368421, 5.263158, 0.096042
7.894737, 5.263158, 0.073592
8.421053, 5.263158, 0.053332
8.947368, 5.263158, 0.034678
9.473684, 5.263158, 0.017079
10.000000, 5.263158, 0.000000
0.000000, 5.789474, 1.000000
0.526316, 5.789474, 0.889505
1.052632, 5.789474, 0.782406
1.578947, 5.789474, 0.681510
2.105263, 5.789474, 0.588714
2.631579, 5.789474, 0.504993
3.157895, 5.789474, 0.430568
3.684211, 5.789474, 0.365128
4.210526, 5.789474, 0.308032
4.736842, 5.789474, 0.258466
5.263158, 5.789474, 0.215552
5.789474, 5.789474, 0.178411
6.315789, 5.789474, 0.146204
6.842105, 5.789474, 0.118147
7.368421, 5.789474, 0.093514
7.894737, 5.789474, 0.071641
8.421053, 5.789474, 0.051911
8.947368, 5.789474, 0.033751
9.473684, 5.789474, 0.016621
10.000000, 5.789474, 0.000000
0.000000, 6.315789, 1.000000
0.526316, 6.315789, 0.883268
1.052632, 6.315789, 0.770954
1.578947, 6.315789, 0.666446
2.105263, 6.315789, 0.571717
2.631579, 6.315789, 0.487487
3.157895, 6.315789, 0.413594
3.684211, 6.315789, 0.349350
4.210526, 6.315789, 0.293813
4.736842, 6.315789, 0.245952
5.263158, 6.315789, 0.204748
5.789474, 6.315789, 0.169241
6.315789, 6.315789, 0.138551
6.842105, 6.315789, 0.111880
7.368421, 6.315789, 0.088507
7.894737, 6.315789, 0.067779
8.421053, 6.315789, 0.049099
8.947368, 6.315789, 0.031918
9.473684, 6.315789, 0.015717
10.000000, 6.315789, 0.000000
0.000000, 6.842105, 1.000000
0.526316, 6.842105, 0.872672
1.052632, 6.842105, 0.751813
1.578947, 6.842105, 0.641774
2.105263, 6.842105, 0.544443
2.631579, 6.842105, 0.459912
3.157895, 6.842105, 0.387274
3.684211, 6.842105, 0.325198
4.210526, 6.842105, 0.272268
4.736842, 6.842105, 0.227140
5.263158, 6.842105, 0.188605
5.789474, 6.842105, 0.155603
6.315789, 6.842105, 0.127208
6.842105, 6.842105, 0.102616
7.368421, 6.842105, 0.081118
7.894737, 6.842105, 0.062088
8.421053, 6.842105, 0.044960
8.947368, 6.842105, 0.029220
9.473684, 6.842105, 0.014386
10.000000, 6.842105, 0.000000
0.000000, 7.368421, 1.000000
0.526316, 7.368421, 0.855661
1.052632, 7.368421, 0.721961
1.578947, 7.368421, 0.604552
2.105263, 7.368421, 0.504572
2.631579, 7.368421, 0.420689
3.157895, 7.368421, 0.350668
3.684211, 7.368421, 0.292203
4.210526, 7.368421, 0.243241
4.736842, 7.368421, 0.202062
5.263158, 7.368421, 0.167258
5.789474, 7.368421, 0.137675
6.315789, 7.368421, 0.112364
6.842105, 7.368421, 0.090532
